geneSymbol	diseaseName
HBB	Hemoglobin E disease
HBB	Chloracne
HBB	Thalassemia Intermedia
HBB	Delta-Beta Thalassemia
HBB	Hemoglobin D disease
HBB	Hemoglobin SD disease
HBB	Sickle cell-hemoglobin E disease
HBB	Beta thalassemia intermedia
HBB	Hemoglobin E/beta thalassemia disease
HBB	Heinz Body Anemias
HBB	Sickle cell-beta^+^-thalassemia
HBB	Erythrocytosis
HBB	Beta Thalassemia, Dominant Inclusion Body Type
HBB	Hemoglobin M Disease
HBD	Cytopenia
HBD	Keloid
HBD	Congenital anemia
HBD	Chloracne
HBD	Delta-Beta Thalassemia
HBG1	Cytopenia
HBG1	Hemoglobin F Disease
HBG1	Prostatic Neoplasms
HBG1	Congenital anemia
HBG1	Chloracne
HBG1	Delta-Beta Thalassemia
HBG1	Malignant neoplasm of prostate
HBG2	Cytopenia
HBG2	Hemoglobin F Disease
HBG2	Kidney Failure, Acute
HBG2	Oliguria
HBG2	Prostatic Neoplasms
HBG2	Congenital anemia
HBG2	Malignant neoplasm of prostate
HBG2	Acute Kidney Insufficiency
HBG2	Acute kidney injury
HBG2	CYANOSIS, TRANSIENT NEONATAL
HBZ	Hydrops Fetalis
HCCS	Congenital ocular coloboma (disorder)
HCCS	Cataract
HCCS	Epileptic encephalopathy
HCCS	Mitochondrial Diseases
HCCS	MICROPHTHALMIA, SYNDROMIC 7
HCCS	Intellectual Disability
SERPIND1	Carotid Artery Thrombosis
SERPIND1	Mesenteric Vascular Occlusion
SERPIND1	Thrombophilia
SERPIND1	Heparin cofactor II deficiency (disorder)
SERPIND1	Common Carotid Artery Thrombosis
SERPIND1	External Carotid Artery Thrombosis
SERPIND1	Internal Carotid Artery Thrombosis
SERPIND1	Venous Thromboembolism
HCFC1	Liver neoplasms
HCFC1	Malignant neoplasm of liver
HCFC1	Epileptic encephalopathy
HCFC1	MENTAL RETARDATION, X-LINKED 3
HCFC1	Mental Retardation, X-Linked 1
HCFC1	Intellectual Disability
HCFC1	Familial Ménière disease
HCK	Childhood Acute Lymphoblastic Leukemia
HCK	Leukemia, Lymphocytic, Acute, L2
HCK	Liver Cirrhosis, Experimental
HCK	Ovarian Mucinous Adenocarcinoma
HCK	Precursor Cell Lymphoblastic Leukemia Lymphoma
HCLS1	Rheumatoid Arthritis
HCRT	Cannabis Dependence
HCRT	Cataplexy
HCRT	Cocaine Abuse
HCRT	Mental Depression
HCRT	Depressive disorder
HCRT	Marijuana Abuse
HCRT	Narcolepsy
HCRT	Pain
HCRT	Substance Withdrawal Syndrome
HCRT	Drug Withdrawal Symptoms
HCRT	Withdrawal Symptoms
HCRT	Kleine-Levin Syndrome
HCRT	Pain, Burning
HCRT	Ache
HCRT	Radiating pain
HCRT	Cocaine-Related Disorders
HCRT	Degenerative Diseases, Central Nervous System
HCRT	Drug-induced depressive state
HCRT	Pain, Splitting
HCRT	Pain, Crushing
HCRT	Neurodegenerative Disorders
HCRT	Cocaine Dependence
HCRT	Narcolepsy-Cataplexy Syndrome
HCRT	Pain, Migratory
HCRT	Suffering, Physical
HCRT	Degenerative Diseases, Spinal Cord
HCRT	Narcolepsy without cataplexy
HCRT	Narcolepsy 1
HCRTR1	Cocaine Abuse
HCRTR1	Mental Depression
HCRTR1	Depressive disorder
HCRTR1	Schizophrenia
HCRTR1	Substance Withdrawal Syndrome
HCRTR1	Drug Withdrawal Symptoms
HCRTR1	Withdrawal Symptoms
HCRTR1	Cocaine-Related Disorders
HCRTR1	Mood Disorders
HCRTR1	Cocaine Dependence
HCRTR2	Narcolepsy
HCRTR2	Narcolepsy-Cataplexy Syndrome
HTT	Cadmium poisoning
HTT	Mental Depression
HTT	Depressive disorder
HTT	Huntington Disease
HTT	Movement Disorders
HTT	Parkinson Disease
HTT	Etat Marbre
HTT	Huntington Disease, Late Onset
HTT	Mood Disorders
HTT	Manganese Poisoning
HTT	Akinetic-Rigid Variant of Huntington Disease
HTT	Juvenile Huntington Disease
HTT	Intellectual Disability
HTT	LOPES-MACIEL-RODAN SYNDROME
HDAC1	Squamous cell carcinoma
HDAC1	Endometriosis
HDAC1	Heart Diseases
HDAC1	Schizophrenia
HDAC1	Endometrioma
HDAC1	Familial primary pulmonary hypertension
HDAC1	Mood Disorders
HDAC1	PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED
HDAC1	Pulmonary Hypertension, Primary, Fenfluramine-Associated
HDAC1	Idiopathic pulmonary arterial hypertension
HDAC1	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia
HDAC2	Alcoholic Intoxication, Chronic
HDAC2	Adenocarcinoma of prostate
HDAC2	Squamous cell carcinoma
HDAC2	Mental Depression
HDAC2	Endometriosis
HDAC2	Cardiomegaly
HDAC2	Leukemia, Monocytic, Chronic
HDAC2	Myeloid Leukemia
HDAC2	Liver Cirrhosis
HDAC2	Chronic Obstructive Airway Disease
HDAC2	melanoma
HDAC2	Psychotic Disorders
HDAC2	Schizophrenia
HDAC2	Fibrosis, Liver
HDAC2	Endometrioma
HDAC2	Nonorganic psychosis
HDAC2	Mood Disorders
HDAC2	Microsatellite Instability
HDAC2	Cardiac Hypertrophy
HDAC2	Chronic Airflow Obstruction
HDAC2	Replication Error Phenotype
HDC	Hepatomegaly
HDC	Gilles de la Tourette syndrome
HDC	Colorectal Cancer
HDGF	HIV Infections
HDGF	HIV Coinfection
HDLBP	Autistic Disorder
HDLBP	Malignant neoplasm of breast
HDLBP	Neoplastic Processes
HDLBP	Chromosome 2q37 deletion syndrome
HELLS	Liver Cirrhosis, Experimental
HELLS	Polycystic Ovary Syndrome
HELLS	Adenocarcinoma of lung (disorder)
HELLS	Sclerocystic Ovaries
HELLS	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4
NCKAP1L	Liver Cirrhosis, Experimental
HEXA	Ataxias, Hereditary
HEXA	Profound Mental Retardation
HEXA	Leukodystrophy
HEXA	Mental Retardation, Psychosocial
HEXA	Tay-Sachs Disease
HEXA	Amaurotic Familial Idiocy
HEXA	Epileptic encephalopathy
HEXA	Mental deficiency
HEXA	Tay-Sachs Disease, Juvenile
HEXA	Hexosaminidase A Deficiency, Adult Type
HEXA	Gm2-Gangliosidosis, Adult Chronic Type
HEXA	Tay-Sachs Disease, Variant B1
HEXA	Tay-Sachs Disease, Pseudo-AB Variant
HEXA	Hexosaminidase alpha-Subunit Deficiency (Variant B)
HEXA	Gm2-Gangliosidosis, Variant B1
HEXA	Intellectual Disability
HEXB	Ataxias, Hereditary
HEXB	Kidney Failure, Acute
HEXB	Sandhoff Disease
HEXB	Epileptic encephalopathy
HEXB	Adult Sandhoff Disease
HEXB	Infantile Sandhoff Disease
HEXB	Juvenile Sandhoff Disease
HEXB	Acute Kidney Insufficiency
HEXB	Sandhoff Disease, Adult Type
HEXB	Sandhoff Disease, Juvenile Type
HEXB	Sandhoff Disease, Infantile Type
HEXB	Acute kidney injury
HEXB	Total Hexosaminidase Deficiency
HEXB	Intellectual Disability
CFH	Antibody Deficiency Syndrome
CFH	Glomerulonephritis, Membranoproliferative
CFH	Immunologic Deficiency Syndromes
CFH	Meningococcal Infections
CFH	HELLP Syndrome
CFH	Age related macular degeneration
CFH	Membranoproliferative Glomerulonephritis, Type I
CFH	Membranoproliferative Glomerulonephritis, Type II
CFH	Complement Factor H Deficiency
CFH	BASAL LAMINAR DRUSEN (disorder)
CFH	Membranoproliferative Glomerulonephritis, Type III
CFH	DOYNE HONEYCOMB RETINAL DYSTROPHY
CFH	Malattia Leventinese
CFH	Drusen, Radial, Autosomal Dominant
CFH	MACULAR DEGENERATION, AGE-RELATED, 4 (disorder)
CFH	HEMOLYTIC UREMIC SYNDROME, TYPICAL
CFH	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1
CFH	Atypical Hemolytic Uremic Syndrome
HFE	Alzheimer's Disease
HFE	Birth Weight
HFE	Cardiomyopathy, Dilated
HFE	Cholestasis
HFE	Presenile dementia
HFE	Hemochromatosis
HFE	Hepatitis C
HFE	Hypercholesterolemia, Familial
HFE	Lead Poisoning
HFE	Parkinson Disease
HFE	Schizoaffective Disorder
HFE	Schizophrenia
HFE	Alcohol abuse
HFE	Porphyria Cutanea Tarda
HFE	Hepatoerythropoietic Porphyria
HFE	Conduction disorder of the heart
HFE	Familial porphyria cutanea tarda
HFE	Familial Alzheimer Disease (FAD)
HFE	Idiopathic hypogonadotropic hypogonadism
HFE	Uroporphyrinogen decarboxylase deficiency
HFE	Hereditary hemochromatosis
HFE	Alzheimer Disease, Late Onset
HFE	Acute Confusional Senile Dementia
HFE	Alzheimer's Disease, Focal Onset
HFE	Alzheimer Disease, Early Onset
HFE	Cholestasis in newborn
HFE	Autism Spectrum Disorders
HFE	Porphyria Cutanea Tarda, Type I
HFE	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7 (finding)
HFE	Hematopoetic Myelodysplasia
HFE	Porphyria, South African type
HFE	MYELODYSPLASTIC SYNDROME
HFE	HEMOCHROMATOSIS, TYPE 1
CFHR1	IGA Glomerulonephritis
CFHR1	Membranoproliferative Glomerulonephritis, Type II
CFHR1	Macular Degeneration, Age-Related, 1
CFHR1	Atypical Hemolytic Uremic Syndrome
CFHR1	CFHR5 DEFICIENCY
HGD	Alkaptonuria
HGD	Ochronosis, hereditary
HGF	Astrocytoma
HGF	Barrett Esophagus
HGF	Squamous cell carcinoma
HGF	Diabetic Neuropathies
HGF	Hepatitis, Chronic
HGF	Hepatoma, Morris
HGF	Hepatoma, Novikoff
HGF	Leukemia, Myelocytic, Acute
HGF	Liver Cirrhosis
HGF	Liver Cirrhosis, Experimental
HGF	Liver neoplasms
HGF	Liver Neoplasms, Experimental
HGF	Acute Myeloid Leukemia, M1
HGF	Neoplasm Invasiveness
HGF	Neoplasm Metastasis
HGF	Neoplasms, Experimental
HGF	Neuroblastoma
HGF	Pain
HGF	Pancreatitis
HGF	Parkinson Disease
HGF	Cardiomyopathies, Primary
HGF	Pulmonary Fibrosis
HGF	Reperfusion Injury
HGF	Myocardial Diseases, Secondary
HGF	Thrombosis
HGF	Vascular Diseases
HGF	Wounds, Penetrating
HGF	Hamman-Rich syndrome
HGF	Experimental Hepatoma
HGF	Thrombus
HGF	Chronic Persistent Hepatitis
HGF	Myocardial Ischemia
HGF	Liver Failure, Acute
HGF	Subependymal Giant Cell Astrocytoma
HGF	Pain, Burning
HGF	Ache
HGF	Radiating pain
HGF	Fibrosis, Liver
HGF	Symmetric Diabetic Proximal Motor Neuropathy
HGF	Asymmetric Diabetic Proximal Motor Neuropathy
HGF	Diabetic Mononeuropathy
HGF	Diabetic Polyneuropathies
HGF	Diabetic Amyotrophy
HGF	Diabetic Autonomic Neuropathy
HGF	Juvenile Pilocytic Astrocytoma
HGF	Diffuse Astrocytoma
HGF	Anaplastic astrocytoma
HGF	Protoplasmic astrocytoma
HGF	Gemistocytic astrocytoma
HGF	Fibrillary Astrocytoma
HGF	Pilocytic Astrocytoma
HGF	Childhood Cerebral Astrocytoma
HGF	Malignant neoplasm of liver
HGF	Malignant mesothelioma
HGF	Diabetic Asymmetric Polyneuropathy
HGF	Pain, Splitting
HGF	Pain, Crushing
HGF	Chronic active hepatitis
HGF	Cryptogenic Chronic Hepatitis
HGF	Mixed oligoastrocytoma
HGF	Cerebral Astrocytoma
HGF	Intracranial Astrocytoma
HGF	Diabetic Neuralgia
HGF	Pain, Migratory
HGF	Suffering, Physical
HGF	Cardiomyopathies
HGF	Polyomavirus Infections
HGF	Barrett Epithelium
HGF	Grade I Astrocytoma
HGF	DEAFNESS, AUTOSOMAL RECESSIVE 39 (disorder)
HGF	DEAFNESS, AUTOSOMAL RECESSIVE (disorder)
HGF	Copper-Overload Cirrhosis
HGF	Acute Myeloid Leukemia (AML-M2)
HGF	Liver carcinoma
HGFAC	Liver carcinoma
NRG1	Bipolar Disorder
NRG1	Malignant neoplasm of breast
NRG1	Cannabis Dependence
NRG1	Neoplastic Cell Transformation
NRG1	Mental Depression
NRG1	Depressive disorder
NRG1	Contact Dermatitis
NRG1	Heart failure
NRG1	Congestive heart failure
NRG1	Hirschsprung Disease
NRG1	Left-Sided Heart Failure
NRG1	Liver Cirrhosis, Experimental
NRG1	Lung Neoplasms
NRG1	Marijuana Abuse
NRG1	Movement Disorders
NRG1	Neoplasm Invasiveness
NRG1	Pain
NRG1	Polycystic Ovary Syndrome
NRG1	Schizophrenia
NRG1	Gastric ulcer
NRG1	Aganglionosis, Colonic
NRG1	Juvenile-Onset Still Disease
NRG1	Contact hypersensitivity
NRG1	Pain, Burning
NRG1	Ache
NRG1	Radiating pain
NRG1	Heart Failure, Right-Sided
NRG1	Amphetamine-Related Disorders
NRG1	Amphetamine Addiction
NRG1	Amphetamine Abuse
NRG1	Malignant neoplasm of lung
NRG1	Etat Marbre
NRG1	Pain, Splitting
NRG1	Pain, Crushing
NRG1	Breast Carcinoma
NRG1	Pain, Migratory
NRG1	Suffering, Physical
NRG1	Sclerocystic Ovaries
NRG1	Aganglionosis, Rectosigmoid Colon
NRG1	Mammary Neoplasms, Human
NRG1	Mammary Neoplasms
NRG1	Myocardial Failure
NRG1	Heart Decompensation
NRG1	Juvenile arthritis
NRG1	Congenital Intestinal Aganglionosis
NRG1	Juvenile psoriatic arthritis
HHEX	Malignant neoplasm of breast
HHEX	Diabetes Mellitus, Non-Insulin-Dependent
HHEX	Fatty Liver
HHEX	Breast Carcinoma
HHEX	Mammary Neoplasms, Human
HHEX	Mammary Neoplasms
HHEX	Steatohepatitis
HIC1	Malignant neoplasm of breast
HIC1	Gastrointestinal Neoplasms
HIC1	Medulloblastoma
HIC1	polyps
HIC1	Medullomyoblastoma
HIC1	Miller Dieker syndrome
HIC1	Childhood Medulloblastoma
HIC1	Adult Medulloblastoma
HIC1	Breast Carcinoma
HIC1	Malignant neoplasm of gastrointestinal tract
HIC1	Desmoplastic Medulloblastoma
HIC1	Mammary Neoplasms, Human
HIC1	Melanotic medulloblastoma
HIC1	Mammary Neoplasms
HIF1A	Anaplasia
HIF1A	Astrocytoma
HIF1A	Bipolar Disorder
HIF1A	Malignant neoplasm of breast
HIF1A	Carcinoma
HIF1A	Malignant neoplasm of skin
HIF1A	Noninfiltrating Intraductal Carcinoma
HIF1A	Brain Ischemia
HIF1A	Primary biliary cirrhosis
HIF1A	Cholangitis, Sclerosing
HIF1A	Mental Depression
HIF1A	Glioblastoma
HIF1A	Congenital Heart Defects
HIF1A	Cardiomegaly
HIF1A	Heart failure
HIF1A	Congestive heart failure
HIF1A	Hyperplasia
HIF1A	Hypertensive disease
HIF1A	Pulmonary Hypertension
HIF1A	Left-Sided Heart Failure
HIF1A	Biliary cirrhosis
HIF1A	Lung diseases
HIF1A	Myocardial Reperfusion Injury
HIF1A	Neoplasm Invasiveness
HIF1A	Pancreatic Neoplasm
HIF1A	Prostatic Neoplasms
HIF1A	Radiation Injuries, Experimental
HIF1A	Skin Neoplasms
HIF1A	Spinal Cord Injuries
HIF1A	Thyroid Neoplasm
HIF1A	Unipolar Depression
HIF1A	Thyroid Gland Follicular Adenoma
HIF1A	Familial erythrocytosis
HIF1A	Cerebral Hypoxia-Ischemia
HIF1A	Anaplastic carcinoma
HIF1A	Carcinoma, Spindle-Cell
HIF1A	Undifferentiated carcinoma
HIF1A	Carcinomatosis
HIF1A	Subependymal Giant Cell Astrocytoma
HIF1A	Hemangioblastoma
HIF1A	Heart Failure, Right-Sided
HIF1A	Biliary Cirrhosis, Secondary
HIF1A	Squamous cell carcinoma of esophagus
HIF1A	Juvenile Pilocytic Astrocytoma
HIF1A	Diffuse Astrocytoma
HIF1A	Anaplastic astrocytoma
HIF1A	Protoplasmic astrocytoma
HIF1A	Gemistocytic astrocytoma
HIF1A	Fibrillary Astrocytoma
HIF1A	Pilocytic Astrocytoma
HIF1A	Giant Cell Glioblastoma
HIF1A	Childhood Cerebral Astrocytoma
HIF1A	Complications of Diabetes Mellitus
HIF1A	Malignant neoplasm of pancreas
HIF1A	Malignant neoplasm of prostate
HIF1A	Spinal Cord Contusion
HIF1A	Spinal Cord Laceration
HIF1A	Spinal Cord transection injury
HIF1A	Mood Disorders
HIF1A	Mixed oligoastrocytoma
HIF1A	Thyroid carcinoma
HIF1A	Primary sclerosing cholangitis
HIF1A	Breast Carcinoma
HIF1A	Cerebral Astrocytoma
HIF1A	Intracranial Astrocytoma
HIF1A	Post-Traumatic Myelopathy
HIF1A	Multiple Hemangioblastomas
HIF1A	Hypoxic-Ischemic Encephalopathy
HIF1A	Anoxic-Ischemic Encephalopathy
HIF1A	Anoxia-Ischemia, Brain
HIF1A	Anoxia-Ischemia, Cerebral
HIF1A	Hypoxia-Ischemia, Brain
HIF1A	Cerebral Ischemia
HIF1A	Ductal Carcinoma
HIF1A	Mammary Neoplasms, Human
HIF1A	Major Depressive Disorder
HIF1A	Atypical Ductal Breast Hyperplasia
HIF1A	Cardiac Hypertrophy
HIF1A	Mammary Neoplasms
HIF1A	Glioblastoma Multiforme
HIF1A	Grade I Astrocytoma
HIF1A	Idiopathic Pulmonary Fibrosis
HIF1A	Myocardial Failure
HIF1A	Heart Decompensation
HIP1	Liver Cirrhosis, Experimental
HIP1	Prostatic Neoplasms
HIP1	Malignant neoplasm of prostate
HINT1	Bipolar Disorder
HINT1	Charcot-Marie-Tooth Disease
HINT1	Myopathy
HINT1	Schizophrenia
HINT1	Isaacs syndrome
HINT1	Acquired Neuromyotonia
HINT1	TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)
HINT1	Inherited Peripheral Neuropathy
HINT1	Intellectual Disability
HIVEP2	Myocardial Ischemia
HIVEP2	Intellectual Disability
HIVEP2	MENTAL RETARDATION, AUTOSOMAL DOMINANT 43
HK1	Alloxan Diabetes
HK1	Charcot-Marie-Tooth Disease
HK1	Cytopenia
HK1	Diabetes Mellitus, Experimental
HK1	Diabetes Mellitus, Non-Insulin-Dependent
HK1	Schizophrenia
HK1	Streptozotocin Diabetes
HK1	Myocardial Ischemia
HK1	Adenocarcinoma of lung (disorder)
HK1	Congenital anemia
HK1	Neuropathy, hereditary motor and sensory, Russe type
HK1	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY
HK1	Intellectual Disability
HK1	RETINITIS PIGMENTOSA 79
HK2	Obesity
HK2	Myocardial Ischemia
HK2	Adenocarcinoma of lung (disorder)
HK3	Malignant neoplasm of breast
HK3	Liver diseases
HK3	Liver Dysfunction
HK3	Colorectal Cancer
HLA-A	Autistic Disorder
HLA-A	Toxic Epidermal Necrolysis
HLA-A	Erythroderma, Maculopapular
HLA-A	Glioma
HLA-A	Hepatitis, Toxic
HLA-A	Multiple Myeloma
HLA-A	Parakeratosis Variegata
HLA-A	Parapsoriasis
HLA-A	Schizophrenia
HLA-A	Paranoid Schizophrenia
HLA-A	Stevens-Johnson Syndrome
HLA-A	Thrombocytopenia
HLA-A	Parapsoriasis en Plaques
HLA-A	mixed gliomas
HLA-A	Malignant Glioma
HLA-A	Drug-Induced Liver Disease
HLA-A	Hepatitis, Drug-Induced
HLA-A	Drug-Induced Stevens Johnson Syndrome
HLA-A	Paranoia
HLA-A	Birdshot chorioretinopathy
HLA-A	Drug-Induced Acute Liver Injury
HLA-A	Mycoplasma-Induced Stevens-Johnson Syndrome
HLA-A	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
HLA-A	Chemical and Drug Induced Liver Injury
HLA-A	Chemically-Induced Liver Toxicity
HLA-A	Familial Ménière disease
HLA-B	Behcet Syndrome
HLA-B	Cerebrovascular Disorders
HLA-B	Dermatitis
HLA-B	Drug Eruptions
HLA-B	Dermatomyositis
HLA-B	Drug Allergy
HLA-B	Drug toxicity
HLA-B	Toxic Epidermal Necrolysis
HLA-B	Exanthema
HLA-B	Glioma
HLA-B	Hepatitis, Toxic
HLA-B	HIV Infections
HLA-B	Hypersensitivity
HLA-B	Myasthenia Gravis
HLA-B	Nephritis
HLA-B	Proteinuria
HLA-B	Psychotic Disorders
HLA-B	Schizophrenia
HLA-B	Ankylosing spondylitis
HLA-B	Stevens-Johnson Syndrome
HLA-B	Synovitis
HLA-B	Takayasu Arteritis
HLA-B	Adverse reaction to drug
HLA-B	Adult type dermatomyositis
HLA-B	mixed gliomas
HLA-B	Dermatomyositis, Childhood Type
HLA-B	Morbilliform Drug Reaction
HLA-B	Synovial Hypertrophy
HLA-B	Malignant Glioma
HLA-B	Myasthenia Gravis, Generalized
HLA-B	Myasthenia Gravis, Ocular
HLA-B	Drug-Induced Liver Disease
HLA-B	Hepatitis, Drug-Induced
HLA-B	Drug-Induced Stevens Johnson Syndrome
HLA-B	Allergic Reaction
HLA-B	Drug-Induced Acute Liver Injury
HLA-B	Mycoplasma-Induced Stevens-Johnson Syndrome
HLA-B	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
HLA-B	Pulmonary arterial hypertension associated with connective tissue disease
HLA-B	Chemical and Drug Induced Liver Injury
HLA-B	Chemically-Induced Liver Toxicity
HLA-B	Familial Ménière disease
HLA-B	HIV Coinfection
HLA-C	Arthritis, Psoriatic
HLA-C	Burkitt Lymphoma
HLA-C	Drug toxicity
HLA-C	Toxic Epidermal Necrolysis
HLA-C	Glioma
HLA-C	HIV Infections
HLA-C	Pustulosis of Palms and Soles
HLA-C	Psoriasis
HLA-C	Schizophrenia
HLA-C	Stevens-Johnson Syndrome
HLA-C	Adverse reaction to drug
HLA-C	mixed gliomas
HLA-C	Hepatitis B, Chronic
HLA-C	Malignant Glioma
HLA-C	Drug-Induced Stevens Johnson Syndrome
HLA-C	Precursor B-cell lymphoblastic leukemia
HLA-C	Mycoplasma-Induced Stevens-Johnson Syndrome
HLA-C	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
HLA-C	Familial Ménière disease
HLA-C	HIV Coinfection
HLA-DMA	Contact Dermatitis
HLA-DMA	Dermatitis, Occupational
HLA-DMA	Industrial Dermatosis
HLA-DMA	Contact hypersensitivity
MNX1	Currarino triad
MNX1	Sacral Agenesis Syndrome
MNX1	Sacral Agenesis, Hereditary, With Presacral Mass, Anterior Meningocele, And-Or Teratoma, And Anorectal Malformation
MNX1	Intellectual Disability
HLA-DPA1	Dermatitis, Irritant
HLA-DPA1	Hepatitis B, Chronic
HLA-DPB1	Angioedema
HLA-DPB1	Rheumatoid Arthritis
HLA-DPB1	Asthma
HLA-DPB1	Berylliosis
HLA-DPB1	Celiac Disease
HLA-DPB1	Uterine Cervical Neoplasm
HLA-DPB1	Drug Eruptions
HLA-DPB1	Endometriosis
HLA-DPB1	Memory Disorders
HLA-DPB1	Multiple Sclerosis
HLA-DPB1	Myasthenia Gravis
HLA-DPB1	Sarcoidosis
HLA-DPB1	Schizophrenia
HLA-DPB1	Urticaria
HLA-DPB1	Dermatitis, Irritant
HLA-DPB1	Chronic berylliosis
HLA-DPB1	Memory impairment
HLA-DPB1	Endometrioma
HLA-DPB1	Morbilliform Drug Reaction
HLA-DPB1	Hepatitis B, Chronic
HLA-DPB1	Age-Related Memory Disorders
HLA-DPB1	Memory Disorder, Semantic
HLA-DPB1	Memory Disorder, Spatial
HLA-DPB1	Memory Loss
HLA-DPB1	Multiple Sclerosis, Acute Fulminating
HLA-DPB1	Myasthenia Gravis, Generalized
HLA-DPB1	Myasthenia Gravis, Ocular
HLA-DPB1	Asthma, Aspirin-Induced
HLA-DPB1	Beryllium Disease
HLA-DPB1	Granulomatosis with polyangiitis
HLA-DPB1	cervical cancer
HLA-DPB2	Berylliosis
HLA-DPB2	Uterine Cervical Neoplasm
HLA-DPB2	Beryllium Disease
HLA-DPB2	cervical cancer
HLA-DQA1	Asthma
HLA-DQA1	Celiac Disease
HLA-DQA1	Dermatitis
HLA-DQA1	Diabetes Mellitus, Insulin-Dependent
HLA-DQA1	Esophageal Achalasia
HLA-DQA1	Membranous glomerulonephritis
HLA-DQA1	Hypersensitivity
HLA-DQA1	Leishmaniasis, Visceral
HLA-DQA1	Lupus Erythematosus, Systemic
HLA-DQA1	Megaesophagus
HLA-DQA1	Oropharyngeal Neoplasms
HLA-DQA1	Pancreatitis
HLA-DQA1	Proteinuria
HLA-DQA1	Eosinophilia-Myalgia Syndrome
HLA-DQA1	Idiopathic Membranous Glomerulonephritis
HLA-DQA1	Diabetes, Autoimmune
HLA-DQA1	Libman-Sacks Disease
HLA-DQA1	Brittle diabetes
HLA-DQA1	Eosinophilia-Myalgia Syndrome, L-Tryptophan-Related
HLA-DQA1	Idiopathic achalasia of esophagus
HLA-DQA1	Allergic Reaction
HLA-DQA1	Heymann Nephritis
HLA-DQA1	Oropharyngeal Carcinoma
HLA-DQA1	Mycobacterium tuberculosis, susceptibility to infection by
HLA-DQA1	Diabetes Mellitus, Ketosis-Prone
HLA-DQA1	Familial Ménière disease
HLA-DQA2	Rheumatoid Arthritis
HLA-DQB1	Angioedema
HLA-DQB1	Asthma
HLA-DQB1	Celiac Disease
HLA-DQB1	Cerebrovascular Disorders
HLA-DQB1	Drug Eruptions
HLA-DQB1	Diabetes Mellitus, Insulin-Dependent
HLA-DQB1	Esophageal Achalasia
HLA-DQB1	IGA Glomerulonephritis
HLA-DQB1	Hepatitis, Toxic
HLA-DQB1	Hypersensitivity
HLA-DQB1	Creutzfeldt-Jakob disease
HLA-DQB1	Megaesophagus
HLA-DQB1	Multiple Sclerosis
HLA-DQB1	Narcolepsy
HLA-DQB1	Oropharyngeal Neoplasms
HLA-DQB1	Bullous pemphigoid
HLA-DQB1	Schizophrenia
HLA-DQB1	Systemic Scleroderma
HLA-DQB1	Urticaria
HLA-DQB1	Diabetes, Autoimmune
HLA-DQB1	Kleine-Levin Syndrome
HLA-DQB1	Brittle diabetes
HLA-DQB1	New Variant Creutzfeldt-Jakob Disease
HLA-DQB1	Morbilliform Drug Reaction
HLA-DQB1	Creutzfeldt-Jakob Disease, Familial
HLA-DQB1	Multiple Sclerosis, Acute Fulminating
HLA-DQB1	Narcolepsy-Cataplexy Syndrome
HLA-DQB1	Idiopathic achalasia of esophagus
HLA-DQB1	Drug-Induced Liver Disease
HLA-DQB1	Hepatitis, Drug-Induced
HLA-DQB1	Narcolepsy without cataplexy
HLA-DQB1	Allergic Reaction
HLA-DQB1	Oropharyngeal Carcinoma
HLA-DQB1	Drug-Induced Acute Liver Injury
HLA-DQB1	Diabetes Mellitus, Ketosis-Prone
HLA-DQB1	Chemical and Drug Induced Liver Injury
HLA-DQB1	Chemically-Induced Liver Toxicity
HLA-DRA	Alcoholic Intoxication, Chronic
HLA-DRA	Multiple Sclerosis
HLA-DRA	Parkinson Disease
HLA-DRA	Endotoxic shock
HLA-DRA	Septic Shock
HLA-DRA	Toxic Shock Syndrome
HLA-DRA	Multiple Sclerosis, Acute Fulminating
HLA-DRA	Graham Little Piccardi Lassueur syndrome
HLA-DRB1	Angioedema
HLA-DRB1	Rheumatoid Arthritis
HLA-DRB1	Asthma
HLA-DRB1	Autistic Disorder
HLA-DRB1	Berylliosis
HLA-DRB1	Bipolar Disorder
HLA-DRB1	Cerebrovascular Disorders
HLA-DRB1	Ulcerative Colitis
HLA-DRB1	Crohn Disease
HLA-DRB1	Diabetes Mellitus, Insulin-Dependent
HLA-DRB1	Drug Allergy
HLA-DRB1	Membranous glomerulonephritis
HLA-DRB1	Hepatitis, Toxic
HLA-DRB1	Hypersensitivity
HLA-DRB1	Leishmaniasis, Visceral
HLA-DRB1	Lupus Erythematosus, Systemic
HLA-DRB1	Lymphoma, Follicular
HLA-DRB1	Reticulosarcoma
HLA-DRB1	Lymphoma, Mixed-Cell
HLA-DRB1	Lymphoma, Non-Hodgkin
